Median,Mean,Standard Deviation
0.9998313081381602,0.9997272635310164,0.00020692484450405887
0.9998194760297558,0.99980733874593,9.367938514403645e-05
0.9997894168359083,0.9997743060750623,8.708573288764224e-05
0.9998947583503701,0.9997870604318783,0.0002248686372966261
0.999876409208819,0.9998558566771288,6.837336154761893e-05
0.9998844676609939,0.9998861149559499,4.415131947599655e-05
0.9998357756475555,0.9997972057552904,0.000146869119521062
0.9999093374848395,0.9999077354074946,3.151861799357212e-05
0.9998849078131796,0.999875048987743,6.990465219985986e-05
0.9999064791181616,0.9998992563049691,4.319922058748031e-05
0.999784159223264,0.9997086151355965,0.0002189033281730935
0.9998539259994632,0.9997927261783598,0.00013283535573403079
0.9998473374295476,0.9998462512190592,6.464501977227833e-05
0.999829433523537,0.9997959672085223,0.00014032262848895238
0.9997853335038829,0.9995899377463189,0.0006284698297517091
0.9997952086144355,0.9995514076623697,0.0006449708336750716
0.9998714381725686,0.9997939693274933,0.00016096116356020663
0.9998963481925862,0.9998511732346944,0.0001605872210242511
0.9998506193203625,0.9998387592794759,7.341390374160011e-05
0.9998911567349822,0.999857177594372,9.562077444461753e-05
0.9998309809633787,0.9997728463587936,0.00012157966664557077
0.9998663075128043,0.9998547762665473,9.263486738455778e-05
0.999891488398648,0.999867134824062,8.635666510521655e-05
0.9997757289456224,0.9995767396108033,0.0005282389080030434
0.9998760991315669,0.9998576659046453,0.0001001618904346163
0.9998313009703733,0.999746556496012,0.00020941665473704735
0.9999111651784149,0.9998805907618948,7.054730265314332e-05
0.9998790743299227,0.9998672157317247,6.6711732118824e-05
0.99989510280306,0.9998760157655626,6.563286025842602e-05
0.9999100543182646,0.9996174738089033,0.0005464395000509689
0.9998650260215145,0.9997358561495252,0.0003320984122511014
0.999839397780604,0.9998245766628708,7.917153335088561e-05
0.9998722110812893,0.9998355166231032,0.00011690992003729239
0.9998805141946003,0.9997998467809408,0.00017851445259978765
0.9998765183940383,0.9998332172111484,0.00012917318313736918
0.999884635508921,0.9998220960306938,0.00016165921854621805
0.9998753747647957,0.9998861650942017,6.336247575010696e-05
0.9998621732743715,0.9998182184295736,0.00016593396917321816
0.9997911166112472,0.9997937920707367,0.0001381780258093078
0.9998703542601115,0.9997510935049048,0.00021602791700984207
0.9997792383745503,0.9995756813115799,0.0007021918336037428
0.9998516765357407,0.9998404103196357,9.153662733361058e-05
0.9998650628226282,0.9998093667024092,0.00015122693055394653
0.9998568109200312,0.9997451406534807,0.0003783831715632701
0.999925256640978,0.9998778061007269,0.00010010705678859298
0.9998878214716342,0.9998644703918018,8.074311759815907e-05
0.9997748651050573,0.9997908017022524,8.28650162437832e-05
0.999859412170125,0.9998529127264305,6.023411674157086e-05
0.999810973988405,0.9998127003476528,5.4417610265608356e-05
0.9998090744824313,0.999618263574459,0.00048695511970376146
0.999876734399541,0.9998670258429805,7.243256685671783e-05
0.9997973863637377,0.9997970655415138,5.9243355838041075e-05
0.9998904476548132,0.9998669091579593,6.671855802008906e-05
0.9999191393149687,0.9998602339731819,0.00013073558830393583
0.9998278812286048,0.9998059486758747,0.00012091923429688067
0.9997952458137545,0.9997783227488377,0.00012606959025270175
0.9999208423657611,0.9998807776567407,6.581129338008013e-05
0.999862801590448,0.9998334144117846,0.00010853299095461913
0.9998685362980324,0.9998297239714024,0.00012434960339735454
0.999896660713139,0.9998685566860237,7.335934443299111e-05
0.9998051762643848,0.9998212428914194,9.334324862375048e-05
0.9998227596486091,0.9997397555669604,0.0002362223475186577
0.9998525829043496,0.9997668696611294,0.00021739958426504537
0.9998264820364247,0.9997500398690734,0.0002127415780138929
0.9997760354945089,0.9997327486864152,0.0002041480187272897
0.9998403960420883,0.999828225859914,0.00010140478967642251
0.9998175456890821,0.9996984581125694,0.00028243631668890834
0.999760779334848,0.9997128060189413,0.0001946364625020598
0.9998799776637627,0.9998840361317175,4.11478379032265e-05
0.9998455453138034,0.9997982154435867,0.0001368354369591368
0.9998479766939179,0.9997959365744261,0.00011859992815523924
0.9998548485230458,0.9998488401787201,9.334985032032567e-05
0.9998221822806557,0.9997971077870821,0.0001351802300341458
0.9998146415009821,0.9997857519350182,8.160603893762361e-05
0.999837528171201,0.9998267360536494,7.028939122795385e-05
0.9998206292411973,0.9997152013120832,0.0003144063079200316
0.9998238386329635,0.9997571871014419,0.00016537503486786865
0.999777719972875,0.9996646168752695,0.00036054547701551697
0.9998768259069875,0.9998721691786596,5.836918601664528e-05
0.99992089813201,0.999851164501443,0.00011815448362529665
0.9998484472333466,0.9997285213882007,0.00024244255792287055
0.9998613691525351,0.9997456612274462,0.0002486254509731495
0.9998846316458444,0.9998688871181345,6.74862646717944e-05
0.9999105531615771,0.999876079275986,8.012170764307394e-05
0.999916735794813,0.9999121670882578,2.7960359423694742e-05
0.9998754347058364,0.9998425690568384,0.00010284852144853947
0.9998278007699708,0.9997901980345765,0.00015186340468640452
0.9998201536042818,0.9997623051616064,0.00020157243725673837
0.9998038123688314,0.9997232953927773,0.0002894678637784069
0.9999326386963908,0.9999039834608594,6.397339437426337e-05
0.9997427544244915,0.9996516058930449,0.0002860970552937727
0.999901074882407,0.999862045527121,0.00010264887307356811
0.9998993782114786,0.9998458104641209,0.00010671995566560079
0.999842234431901,0.9997698038769313,0.00016748722047779015
0.9998433005356664,0.9997469804837881,0.00023109666558307672
0.9999240782702132,0.9998978138786236,5.5428354109109716e-05
0.9998784509194039,0.9998295253850044,9.159150123972385e-05
0.9997913908326821,0.9997961574746412,0.00011131664378524026
0.9998357880875851,0.9997793730708843,0.00014505694266519744
0.9998491672735594,0.9998136409687047,0.00010084113776148391
