Median,Mean,Standard Deviation
0.9999636522069987,0.9999662081450218,1.2298610455848323e-05
0.9999794918104596,0.9999745065711879,1.575499041063657e-05
0.9999848375340699,0.9999849029243615,2.3228800598597715e-06
0.9999802889950202,0.999977877298669,9.85302326156843e-06
0.9999821548796703,0.9999516218939659,9.959013483853315e-05
0.9999828795921657,0.9999769656982977,1.6071944524925923e-05
0.9999851485714035,0.9999787572500916,1.5907290200173627e-05
0.9999834233451959,0.9999786334695594,1.3870850151504302e-05
0.9999712029577428,0.9999717905183759,8.60369957190947e-06
0.9999816677725132,0.9999798831697644,8.361616165357965e-06
0.9999839121927678,0.9999820603235303,1.2438306705433969e-05
0.9999867194780261,0.9999867042809656,5.411724079187475e-06
0.9999847251726015,0.9999772424565776,2.4130135939316123e-05
0.9999840803902589,0.9999837869260141,8.070842281549797e-06
0.9999732032117018,0.9999657928664899,2.7674150934941957e-05
0.9999909996397409,0.9999886539151269,6.6347325524953835e-06
0.9999802841471344,0.9999788478092873,7.124847738895731e-06
0.9999756277311131,0.9999758251967137,9.400855807077826e-06
0.9999866539480695,0.9999846958579093,5.141728541420941e-06
0.9999744467853247,0.9999586827785519,4.0793874981952175e-05
0.999987847546703,0.9999824222100443,1.3052174305837943e-05
0.9999847269131743,0.9999821925111936,8.69081538090824e-06
0.999983116238776,0.9999808197957382,8.377974330111588e-06
0.9999870897807825,0.9999805123898236,1.9040131754228442e-05
0.9999827772569845,0.9999796179888435,1.0052618092482344e-05
0.9999882563598727,0.9999809766731577,1.3872075966771893e-05
0.9999747415953463,0.999975863126355,9.719949126249086e-06
0.9999817347639441,0.9999816993728695,8.289627885605964e-06
0.9999826889031304,0.9999729686771577,2.2201594992041997e-05
0.9999865549167373,0.9999787165184655,2.027066766134043e-05
0.999988178717053,0.9999808804104143,2.1128667549308093e-05
0.9999849740170482,0.9999802103935604,1.1203094595946445e-05
0.9999774677463087,0.9999764839264685,9.977298823479026e-06
0.9999871820416341,0.9999869925859179,3.584673231714161e-06
0.9999880759868012,0.9999877538148834,6.215462121844236e-06
0.9999813572090173,0.9999811294855558,7.688875495256204e-06
0.9999872562933567,0.9999764939191902,2.629322200690703e-05
0.9999784778858045,0.9999789989626461,1.4394912102356403e-05
0.9999868109690935,0.9999822025377988,1.2428007040365155e-05
0.9999811720485039,0.999975228599099,1.5727048834989076e-05
0.9999857907002979,0.9999845453023408,8.612988982756219e-06
0.9999797721378524,0.9999689371111176,3.351543067881848e-05
0.999983168944234,0.9999825243045384,8.910686131369351e-06
0.9999854582241964,0.9999751295961975,2.4024986772294615e-05
0.9999744806232111,0.9999718625239323,1.6099130247167567e-05
0.9999866450709611,0.999979872366189,1.4248237579377083e-05
0.9999881099037227,0.9999819612712605,1.241597292012719e-05
0.999990321030488,0.9999866998915594,7.929114882024876e-06
0.9999743742434923,0.9999737193676083,1.3727826589752641e-05
0.9999820378052151,0.9999779901838025,1.2059872795522004e-05
0.9999838599811185,0.9999831490265597,7.2128145454860634e-06
0.9999861893164772,0.9999860023032937,4.412025171611364e-06
0.999970674818502,0.9999701511410567,1.0759382720938986e-05
0.9999856786179911,0.9999799319681095,1.5236446928273625e-05
0.9999818890796034,0.9999798129797611,9.846100161051296e-06
0.9999794105015036,0.9999770903297076,1.3509956753072122e-05
0.9999831858528637,0.9999846483300946,3.994578169621487e-06
0.9999814675792043,0.9999778451635079,1.327217051567174e-05
0.999978569406651,0.9999771166103321,6.8666160876003575e-06
0.9999798492943381,0.9999728015742173,2.0227478800907327e-05
0.9999858332084794,0.9999608430852295,5.945747978107935e-05
0.9999840000426998,0.9999836413120111,6.5890678482579465e-06
0.9999834694398491,0.9999758531831354,2.7829567267783535e-05
0.9999797702765305,0.9999809700190163,9.034298347391341e-06
0.9999771904815472,0.9999792228804066,1.0419315872076142e-05
0.9999820244848554,0.9999785677356124,1.3427987633817367e-05
0.9999880114321056,0.9999738990455039,2.6380003752573246e-05
0.9999770662537487,0.9999760840453569,1.3916263650977632e-05
0.9999798541821947,0.9999792295484327,7.977002996720322e-06
0.999983359689068,0.999977997410299,1.4108688527730691e-05
0.9999764387176313,0.999973870324518,1.6310987350319503e-05
0.9999851077601765,0.9999825846153488,9.132255243413999e-06
0.9999849163958072,0.9999833358016605,9.468330185002822e-06
0.9999884619279562,0.9999886552797825,2.839447466841348e-06
0.9999850271742203,0.9999828826102336,1.2087595014990947e-05
0.9999832592339204,0.9999812415052407,8.359210197226574e-06
0.9999805546250256,0.9999756260595039,1.6396358061163324e-05
0.9999836255738956,0.9999823372426213,7.87424688723754e-06
0.9999801228981742,0.9999779226100047,9.889536104379581e-06
0.9999865292745103,0.9999763524882275,2.842663131883612e-05
0.9999735573732932,0.9999748165733215,9.893520039392652e-06
0.9999829767596767,0.9999811490030215,8.872217391564286e-06
0.9999826470953335,0.9999739414052344,3.192700036110585e-05
0.999985885538369,0.999970746856485,4.450898878604656e-05
0.9999750880906171,0.9999738439819857,1.5882420554068822e-05
0.9999821014259622,0.9999731259582415,1.6480415143235236e-05
0.9999845420321696,0.9999799005379095,1.4416649269007834e-05
0.9999885369943767,0.9999870957243573,7.367657344053323e-06
0.9999772727456124,0.9999681335442399,2.3286921403149488e-05
0.9999873742095009,0.9999854287859729,6.929599960070296e-06
0.9999612636082991,0.9999508749201735,3.090929830521893e-05
0.9999904784369369,0.9999873415309141,7.919229018710114e-06
0.9999790269057416,0.9999758171151584,1.3227286895783742e-05
0.9999870729192566,0.9999804767768428,1.346448897745446e-05
0.9999821028026998,0.9999821520719804,8.582138468295151e-06
0.9999813552971165,0.9999800439155327,1.2369588173439638e-05
0.9999893466411518,0.9999866749394734,6.762652496780494e-06
0.9999821298880762,0.9999807655832484,7.933970794279661e-06
0.9999810974485748,0.9999822151134549,8.865981996548163e-06
0.9999886401938095,0.9999838388041151,1.0098602137702701e-05
