Median,Mean,Standard Deviation
0.999972848764769,0.9999691000822807,1.376610985564715e-05
0.9999662962207806,0.9999618039527125,1.9268551541076708e-05
0.9999687130908499,0.9999678850044225,2.119276611736579e-05
0.9999614875032192,0.9999511582992066,3.1055765367648185e-05
0.9999570405489595,0.9999499623165302,3.5128928160956235e-05
0.9999672210403564,0.9999646880991742,2.1595006648499516e-05
0.999961758230816,0.9999453018167304,3.966408617296356e-05
0.9999631726784369,0.9999615780776377,1.1508322105715908e-05
0.9999693120380915,0.9999610399034948,2.329170456309049e-05
0.9999660635675971,0.9999637787227311,1.8706870099431592e-05
