Median,Mean,Standard Deviation
0.9999654381225667,0.9999589604035533,3.0214091329384497e-05
0.9999627305658079,0.9999309643772254,6.419945643221147e-05
0.9999454883248142,0.9999475098415374,1.8336453338902423e-05
0.9999305185065788,0.999916267832566,6.0396982630986686e-05
0.9999610072239595,0.9999626965518053,1.313711637953663e-05
0.9999583854611525,0.9999405929437447,3.058500193988286e-05
0.9999720650105111,0.9999747114933408,8.047019378926062e-06
0.9999542861271231,0.9999523878528335,2.8191749925946478e-05
0.9999490867482521,0.9998980266860473,9.352923854268394e-05
0.9999653431503039,0.9999586117762547,2.326551079039507e-05
